Player ID;Group name;League ID;Description;Session ID;Types;Session end (Local timezone);Session end date (Local timezone);Session end date (UTC);Session end time (Local timezone);Session end time (UTC);Session end (UTC);Session begin (Local timezone);Session begin date (Local timezone);Session begin date (UTC);Session begin time (Local timezone);Session begin time (UTC);Session begin (UTC);Distance (m);Distance (speed | very slow) (m);Distance (speed | slow) (m);Distance (speed | moderate) (m);Distance (speed | fast) (m);Distance (speed | very fast) (m);Distance (speed | sprint) (m);Distance / min (m);Distance / min (speed | very slow) (m);Distance / min (speed | slow) (m);Distance / min (speed | moderate) (m);Distance / min (speed | fast) (m);Distance / min (speed | very fast) (m);Distance / min (speed | sprint) (m);Duration (s);Position;Speed (Ø) (km/h);Speed (max.) (km/h);Speed (% of max.) (%);Time on Ice (s);Time (s);Time (speed | very slow) (s);Time (speed | slow) (s);Time (speed | moderate) (s);Time (speed | fast) (s);Time (speed | very fast) (s);Time (speed | sprint) (s);Accumulated Acceleration Load;Acceleration Load (load | very low);Acceleration Load (load | low);Acceleration Load (load | medium);Acceleration Load (load | high);Acceleration Load (load | very high);Acceleration Load (load | near max);Acceleration Load (load | max);Accumulated Acceleration Load / min;Acceleration Load / min;Acceleration Load (max.);Acceleration Load (time | high) (s);Acceleration Load (time | low) (s);Acceleration Load (time | max) (s);Acceleration Load (time | medium) (s);Acceleration Load (time | near max) (s);Acceleration Load (time | very high) (s);Acceleration Load (time | very low) (s);Acceleration (max.) (m/s²);Deceleration (max.) (m/s²);Anaerobic Activity (distance) (m);Anaerobic Activity (time) (s);High Speed and Acceleration Distance (m);High Speed and Acceleration Distance / min (m);High Metabolic Power Distance (m);High Metabolic Power Distance / min (m);High Speed and Acceleration Time (s);Accels Load;Accel 1;Accel 2;Accel 3;Accel 4;Accels Load / min;Accel 1 / min;Accel 2 / min;Accel 3 / min;Accel 4 / min;Decels Load;Decel 1;Decel 2;Decel 3;Decel 4;Decels Load / min;Decel 1 / min;Decel 2 / min;Decel 3 / min;Decel 4 / min;Mechanical Intensity;Mechanical Intensity (def.);Mechanical Intensity (off.);Mechanical Load;Mechanical Load (def.);Mechanical Load (off.);Metabolic Power (Ø) (W);Metabolic Power (max.) (W);Metabolic Power per mass (Ø) (W/kg);Metabolic Power per mass (max.) (W/kg);Metabolic Power (time | high) (s);Metabolic Power (time | low) (s);Metabolic Power (time | medium) (s);Metabolic Power (time | very high) (s);Metabolic Power (time | very low) (s);Metabolic Work (kcal);Metabolic Work / min (kcal);Physio Intensity;Physio Load;Heart Rate Recoveries;Heart Rate Recoveries / min;Heart Rate (Ø) (bpm);Heart Rate (max.) (bpm);Heart Rate (min.) (bpm);Heart rate (% of max.) (%);Heart Rate (% of HRR) (%);Heart Rate (time | 0 - 50%) (s);Heart Rate (time | 50 - 60%) (s);Heart Rate (time | 60 - 70%) (s);Heart Rate (time | 70 - 80%) (s);Heart Rate (time | 80 - 90%) (s);Heart Rate (time | ? 90%) (s);Human Core Temperature (Ø) (°C);Human Core Temperature (max.) (°C);Activation Gluteus (total);Activation Hamstrings (total);Muscle Load (total);Activation Quadrizeps (total);TRIMP;Accelerations;Accelerations (low);Accelerations (medium);Accelerations (high);Accelerations (very high);Accelerations (near max);Accelerations (max);Accelerations / min;Accelerations / min (low);Accelerations / min (medium);Accelerations / min (high);Accelerations / min (very high);Accelerations / min (near max);Accelerations / min (max);Changes of Direction;Changes of Direction (left);Changes of Direction (right);Changes of Direction / min;Changes of Direction / min (left);Changes of Direction / min (right);Changes of Orientation;Changes of Orientation / min;Changes of Pace;Changes of Pace (low);Changes of Pace (medium);Changes of Pace (high);Changes of Pace (very high);Changes of Pace / min;Changes of Pace / min (low);Changes of Pace / min (medium);Changes of Pace / min (high);Changes of Pace / min (very high);Decelerations;Decelerations (low);Decelerations (medium);Decelerations (high);Decelerations (very high);Decelerations / min;Decelerations / min (low);Decelerations / min (medium);Decelerations / min (high);Decelerations / min (very high);Down on Pads;Down on Pads / min;Exertions;Exertions (low);Exertions (medium);Exertions (high);Exertions (very high);Exertions / min;Exertions / min (low);Exertions / min (medium);Exertions / min (high);Exertions / min (very high);Impacts;Impacts / min;Shifts;Shifts / min;Skating Transitions;Skating Transitions (left);Skating Transitions (right);Skating Transitions / min;Skating Transitions / min (left);Skating Transitions / min (right);Speed Zone Entries;Speed Zone Entries (very slow);Speed Zone Entries (slow);Speed Zone Entries (moderate);Speed Zone Entries (fast);Speed Zone Entries (very fast);Speed Zone Entries (sprint);Speed Zone Entries / min;Speed Zone Entries / min (very slow);Speed Zone Entries / min (slow);Speed Zone Entries / min (moderate);Speed Zone Entries / min (fast);Speed Zone Entries / min (very fast);Speed Zone Entries / min (sprint);Sprints;Sprints (low);Sprints (medium);Sprints (high);Sprints (very high);Sprints (near max);Sprints / min;Sprints / min (low);Sprints / min (medium);Sprints / min (high);Sprints / min (very high);Sprints / min (near max);Turns;Sharp Turns;Wide Turns;Turns / min;Sharp Turns / min;Wide Turns / min
24;Guest_Team O;;Period 1;234;Period;10.12.2022 20:11;10.12.2022;10.12.2022;20:11:23;19:11:23;10.12.2022 19:11;10.12.2022 19:46;10.12.2022;10.12.2022;19:46:32;18:46:32;10.12.2022 18:46;1292;209;116;141;182;278;366;251;41;23;27;35;54;71;1491;FW;15.07;31.73;63;309;309;107;34;34;36;46;52;59.17;5.87;8.81;8.29;10.26;12.05;7.28;6.61;11.5;2;7.47;47;71;21;46;24;46;53;3.29;-5.24;41;5;725;141;730;142;117;125.52;44.68;46.13;34.71;0;24.41;8.69;8.97;6.75;0;59.24;17.22;14.13;20.45;7.44;11.52;3.35;2.75;3.98;1.45;35.93;;;184.76;0;0;414.14;1193.63;4.87;14.04;87;78;62;54;27;30.71;5.97;49.7;255.7;0;0;;;;0;0;;;;;;;;;;;;;0;22;22;0;0;0;0;0;4.28;4.28;0;0;0;0;0;4;3;1;0.78;0.58;0.19;2;0.39;7;7;0;0;0;1.36;1.36;0;0;0;16;2;3;4;7;3.11;0.39;0.58;0.78;1.36;0;0;9;0;0;0;9;1.75;0;0;0;1.75;1;0.19;5;0.97;6;3;3;1.17;0.58;0.58;33;0;4;5;8;5;11;6.42;0;0.78;0.97;1.56;0.97;2.14;16;6;5;4;1;0;3.11;1.17;0.97;0.78;0.19;0;20;3;17;3.89;0.58;3.31
25;Guest_Team O;;Period 1;234;Period;10.12.2022 20:11;10.12.2022;10.12.2022;20:11:23;19:11:23;10.12.2022 19:11;10.12.2022 19:46;10.12.2022;10.12.2022;19:46:32;18:46:32;10.12.2022 18:46;1388;191;146;250;386;203;212;232;32;24;42;64;34;35;1491;FW;13.91;32.82;66;359;359;116;44;60;76;33;30;69.35;5.82;12.16;12.11;12.97;13;7.71;5.58;11.58;1.94;5.22;59;82;18;69;27;52;53;4.01;-6.32;30;8;606;101;735;123;117;162.56;63.71;52.19;41.98;4.68;27.14;10.64;8.71;7.01;0.78;87.05;25.99;20.17;32.53;8.36;14.53;4.34;3.37;5.43;1.4;41.68;;;249.61;0;0;375.96;1657.72;4.42;19.5;84;84;103;44;44;32.22;5.38;45.9;274.8;0;0;;;;0;0;;;;;;;;;;;;;0;24;21;3;0;0;0;0;4.01;3.51;0.5;0;0;0;0;5;3;2;0.83;0.5;0.33;4;0.67;9;9;0;0;0;1.5;1.5;0;0;0;29;4;5;7;13;4.84;0.67;0.83;1.17;2.17;0;0;5;0;0;0;5;0.83;0;0;0;0.83;0;0;7;1.17;14;4;10;2.34;0.67;1.67;53;0;12;11;13;5;12;8.85;0;2;1.84;2.17;0.83;2;16;6;8;1;1;0;2.67;1;1.34;0.17;0.17;0;24;3;21;4.01;0.5;3.51
26;Guest_Team O;;Period 1;234;Period;10.12.2022 20:11;10.12.2022;10.12.2022;20:11:23;19:11:23;10.12.2022 19:11;10.12.2022 19:46;10.12.2022;10.12.2022;19:46:32;18:46:32;10.12.2022 18:46;1448;163;152;151;395;356;230;262;30;27;27;71;64;42;1491;FW;15.7;30.33;61;332;332;87;46;33;75;59;32;62.51;6;10.24;11.26;12.48;10.65;4.77;7.1;11.29;1.9;6.69;60;70;21;59;16;45;61;3.11;-5.54;41;10;771;139;828;150;135;129.08;61.79;49.3;17.99;0;23.32;11.16;8.91;3.25;0;71.61;28.45;16.05;17.14;9.95;12.94;5.14;2.9;3.1;1.8;36.26;;;200.68;0;0;399.95;1204.42;4.71;14.17;104;75;92;40;22;31.97;5.78;51.8;286.6;0;0;;;;0;0;;;;;;;;;;;;;0;13;13;0;0;0;0;0;2.35;2.35;0;0;0;0;0;4;1;3;0.72;0.18;0.54;5;0.9;2;2;0;0;0;0.36;0.36;0;0;0;20;6;3;2;9;3.61;1.08;0.54;0.36;1.63;0;0;9;0;0;0;9;1.63;0;0;0;1.63;2;0.36;5;0.9;22;8;14;3.98;1.45;2.53;47;0;6;7;9;14;11;8.49;0;1.08;1.26;1.63;2.53;1.99;18;10;7;1;0;0;3.25;1.81;1.26;0.18;0;0;19;1;18;3.43;0.18;3.25
27;Guest_Team;;Period 1;234;Period;10.12.2022 20:11;10.12.2022;10.12.2022;20:11:23;19:11:23;10.12.2022 19:11;10.12.2022 19:46;10.12.2022;10.12.2022;19:46:32;18:46:32;10.12.2022 18:46;424;424;0;0;0;0;0;21;21;0;0;0;0;0;1491;Goalkeeper;1.27;8.91;18;1200;1200;1200;0;0;0;0;0;71.86;45.18;14.74;7.23;3.42;0.97;0.24;0.09;3.59;0.6;3.63;21;142;1;51;1;5;980;2.17;-1.88;0;0;2;0;0;0;1;261.75;220.02;38.14;3.6;0;13.09;11;1.91;0.18;0;131.24;111.04;19.78;0.42;0;6.56;5.55;0.99;0.02;0;19.65;;;392.99;0;0;0;0;0.44;5.88;0;97;4;0;1100;0;0;0;0;0;0;;;;0;0;;;;;;;;;;;;;0;3;3;0;0;0;0;0;0.15;0.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0.1;0.1;0;0;0;11;0.55;0;0;0;0;0;0;0;0;0;0;0;0;1;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28;Guest_Team;;Period 1;234;Period;10.12.2022 20:11;10.12.2022;10.12.2022;20:11:23;19:11:23;10.12.2022 19:11;10.12.2022 19:46;10.12.2022;10.12.2022;19:46:32;18:46:32;10.12.2022 18:46;0;;;;;;;;;;;;;;1491;Goalkeeper;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;0;0;;0;;0;0;0;0;0;0;;;;;;0;0;0;0;0;;;;;;;;;0;0;0;;;;;;;;;;0;;;0;0;0;;;;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29;Defense;;Period 1;234;Period;10.12.2022 20:11;10.12.2022;10.12.2022;20:11:23;19:11:23;10.12.2022 19:11;10.12.2022 19:46;10.12.2022;10.12.2022;19:46:32;18:46:32;10.12.2022 18:46;1403;340;207;326;266;147;117;199;48;29;46;38;21;17;1491;D;11.95;30.46;61;423;423;187;62;78;54;23;17;72.03;9.38;15.09;15.56;13.02;7.42;5.99;5.58;10.22;1.71;7.41;64;110;15;93;21;31;89;3.34;-5.49;51;7;464;66;573;81;98;198.59;61.68;66.4;70.51;0;28.18;8.75;9.42;10;0;106.97;27.57;29.56;37.12;12.72;15.18;3.91;4.19;5.27;1.8;43.36;;;305.56;0;0;377.68;1940.03;3.85;19.8;78;144;108;39;54;37.79;5.36;45.4;320.3;0;0;;;;0;0;;;;;;;;;;;;;0;32;32;0;0;0;0;0;4.54;4.54;0;0;0;0;0;13;6;7;1.84;0.85;0.99;1;0.14;8;8;0;0;0;1.14;1.14;0;0;0;36;6;8;9;13;5.11;0.85;1.14;1.28;1.84;0;0;7;0;0;0;7;0.99;0;0;0;0.99;1;0.14;9;1.28;43;19;24;6.1;2.7;3.41;64;0;16;17;17;7;7;9.08;0;2.27;2.41;2.41;0.99;0.99;10;4;5;1;0;0;1.42;0.57;0.71;0.14;0;0;17;3;14;2.41;0.43;1.99
30;Goalies;;Period 1;234;Period;10.12.2022 20:11;10.12.2022;10.12.2022;20:11:23;19:11:23;10.12.2022 19:11;10.12.2022 19:46;10.12.2022;10.12.2022;19:46:32;18:46:32;10.12.2022 18:46;328;316;8;4;0;0;0;16;16;0;0;0;0;0;1491;Goalkeeper;0.98;17.33;35;1200;1200;1196;2;1;1;0;0;59.26;36.67;12.94;4.94;1.77;1.2;0.68;1.07;2.96;0.49;5.52;10;152;3;42;3;5;984;2.73;-2.06;1;2;5;0;8;0;3;258.02;193.4;55.5;9.12;0;12.9;9.67;2.77;0.46;0;134.9;112.64;19.21;3.05;0;6.74;5.63;0.96;0.15;0;19.64;;;392.93;0;0;32.47;828.35;0.38;9.75;2;85;5;0;1107;9.33;0.47;3.2;65;0;0;;;;0;0;;;;;;;;;;;;;0;4;4;0;0;0;0;0;0.2;0.2;0;0;0;0;0;0;0;0;0;0;0;1;0.05;1;1;0;0;0;0.05;0.05;0;0;0;1;1;0;0;0;0.05;0.05;0;0;0;9;0.45;1;0;0;0;1;0.05;0;0;0;0.05;0;0;1;0.05;0;0;0;0;0;0;2;0;2;0;0;0;0;0.1;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.05;0.05;0
31;Offense;;Period 1;234;Period;10.12.2022 20:11;10.12.2022;10.12.2022;20:11:23;19:11:23;10.12.2022 19:11;10.12.2022 19:46;10.12.2022;10.12.2022;19:46:32;18:46:32;10.12.2022 18:46;1589;187;125;221;436;317;303;255;30;20;35;70;51;49;1491;F;15.3;34.9;70;374;374;108;38;51;83;52;42;63.96;8.17;11.15;12.21;12.99;8.81;5.77;4.87;10.26;1.72;6.38;61;82;15;64;21;36;94;3.71;-5.78;12;5;870;140;932;149;154;167.63;63.91;58.71;41.15;3.85;26.9;10.26;9.42;6.6;0.62;86.52;32.04;20.53;24.16;9.79;13.88;5.14;3.29;3.88;1.57;40.78;;;254.15;0;0;355.64;1197.19;4.74;15.96;101;88;99;54;32;31.83;5.11;44.5;277.5;0;0;;;;0;0;;;;;;;;;;;;;0;28;26;2;0;0;0;0;4.49;4.17;0.32;0;0;0;0;5;3;2;0.8;0.48;0.32;2;0.32;9;9;0;0;0;1.44;1.44;0;0;0;22;2;2;7;11;3.53;0.32;0.32;1.12;1.77;0;0;4;0;0;0;4;0.64;0;0;0;0.64;0;0;6;0.96;10;4;6;1.6;0.64;0.96;45;0;5;5;8;14;13;7.22;0;0.8;0.8;1.28;2.25;2.09;18;9;5;2;2;0;2.89;1.44;0.8;0.32;0.32;0;29;2;27;4.65;0.32;4.33
32;Offense;;Period 1;234;Period;10.12.2022 20:11;10.12.2022;10.12.2022;20:11:23;19:11:23;10.12.2022 19:11;10.12.2022 19:46;10.12.2022;10.12.2022;19:46:32;18:46:32;10.12.2022 18:46;1397;176;181;274;484;161;122;239;30;31;47;83;27;21;1491;F;14.33;27.98;56;351;351;94;52;65;96;27;18;73.92;6.14;9.26;10.67;11.67;10.99;8.57;16.64;12.63;2.13;14.06;51;70;47;55;28;39;62;3.9;-5.67;121;31;472;81;612;105;93;143.6;54.23;45.54;39.98;3.85;24.54;9.27;7.78;6.83;0.66;75.21;29.03;11.4;22.66;12.12;12.85;4.96;1.95;3.87;2.07;37.4;;;218.81;0;0;406.85;1611.14;4.47;17.7;87;80;119;36;29;32.86;5.62;50.6;296.1;0;0;;;;0;0;;;;;;;;;;;;;0;23;21;2;0;0;0;0;3.93;3.59;0.34;0;0;0;0;3;2;1;0.51;0.34;0.17;9;1.54;12;12;0;0;0;2.05;2.05;0;0;0;23;3;3;5;12;3.93;0.51;0.51;0.85;2.05;0;0;18;0;0;0;18;3.08;0;0;0;3.08;3;0.51;6;1.03;27;11;16;4.61;1.88;2.73;50;0;6;8;19;8;9;8.55;0;1.03;1.37;3.25;1.37;1.54;9;3;6;0;0;0;1.54;0.51;1.03;0;0;0;26;0;26;4.44;0;4.44
33;Defense;;Period 1;234;Period;10.12.2022 20:11;10.12.2022;10.12.2022;20:11:23;19:11:23;10.12.2022 19:11;10.12.2022 19:46;10.12.2022;10.12.2022;19:46:32;18:46:32;10.12.2022 18:46;1608;323;228;310;322;203;222;216;43;31;42;43;27;30;1491;D;12.99;29.97;60;446;446;171;68;75;65;34;32;78.37;9.97;15.19;17.14;15.98;10.52;6.07;3.5;10.55;1.76;8.63;78;108;13;93;22;44;86;3.2;-6.21;14;4;601;81;765;103;121;210.66;72.78;80;57.88;0;28.37;9.8;10.77;7.79;0;104.54;32.06;25.11;36.5;10.87;14.08;4.32;3.38;4.91;1.46;42.44;;;315.2;0;0;386.88;1406.34;4.21;15.29;90;132;128;50;45;40.14;5.4;46.4;344.5;0;0;;;;0;0;;;;;;;;;;;;;0;39;39;0;0;0;0;0;5.25;5.25;0;0;0;0;0;8;5;3;1.08;0.67;0.4;0;0;10;10;0;0;0;1.35;1.35;0;0;0;35;4;11;10;10;4.71;0.54;1.48;1.35;1.35;0;0;5;0;0;0;5;0.67;0;0;0;0.67;0;0;7;0.94;34;21;13;4.58;2.83;1.75;60;0;13;12;16;6;13;8.08;0;1.75;1.62;2.15;0.81;1.75;14;3;8;3;0;0;1.89;0.4;1.08;0.4;0;0;23;5;18;3.1;0.67;2.42
34;Defense;;Period 1;234;Period;10.12.2022 20:11;10.12.2022;10.12.2022;20:11:23;19:11:23;10.12.2022 19:11;10.12.2022 19:46;10.12.2022;10.12.2022;19:46:32;18:46:32;10.12.2022 18:46;1078;273;225;224;196;117;43;199;51;42;41;36;22;8;1491;D;11.97;25.97;52;324;324;137;67;54;40;20;7;51.56;8.35;11.5;11.75;8.3;7.1;3.47;1.1;9.54;1.58;5.42;41;86;4;66;13;30;82;3.81;-5.21;10;2;279;52;396;73;66;147.94;56.11;50.34;37.97;3.51;27.38;10.38;9.32;7.03;0.65;78.58;24.58;20.55;27.09;6.36;14.54;4.55;3.8;5.01;1.18;41.92;;;226.52;0;0;339.79;1429.65;3.82;16.06;55;115;98;25;31;26.14;4.84;41.3;223.4;0;0;;;;0;0;;;;;;;;;;;;;0;24;21;3;0;0;0;0;4.44;3.89;0.56;0;0;0;0;4;3;1;0.74;0.56;0.19;0;0;5;5;0;0;0;0.93;0.93;0;0;0;27;5;6;7;9;5;0.93;1.11;1.3;1.67;0;0;3;0;0;0;3;0.56;0;0;0;0.56;1;0.19;7;1.3;19;13;6;3.52;2.41;1.11;54;0;18;13;13;7;3;9.99;0;3.33;2.41;2.41;1.3;0.56;5;2;3;0;0;0;0.93;0.37;0.56;0;0;0;14;3;11;2.59;0.56;2.04
35;Defense;;Period 1;234;Period;10.12.2022 20:11;10.12.2022;10.12.2022;20:11:23;19:11:23;10.12.2022 19:11;10.12.2022 19:46;10.12.2022;10.12.2022;19:46:32;18:46:32;10.12.2022 18:46;819;133;86;107;208;111;174;245;40;26;32;62;33;52;1491;F;14.67;32.29;65;201;201;69;25;26;38;19;24;38.08;4.23;5.7;5.39;6.77;6.8;4.19;5;11.37;1.9;6.28;34;41;13;31;15;26;41;3.84;-5.46;25;7;430;128;462;138;80;103.33;31.7;34.5;35.46;1.67;30.85;9.46;10.3;10.59;0.5;55.28;13.26;12.05;17.43;12.54;16.5;3.96;3.6;5.2;3.74;47.35;;;158.61;0;0;388.51;1572.94;4.92;19.91;42;58;49;39;14;18.32;5.47;45;150.7;0;0;;;;0;0;;;;;;;;;;;;;0;15;15;0;0;0;0;0;4.48;4.48;0;0;0;0;0;3;2;1;0.9;0.6;0.3;3;0.9;7;7;0;0;0;2.09;2.09;0;0;0;18;1;4;5;8;5.37;0.3;1.19;1.49;2.39;0;0;5;0;0;0;5;1.49;0;0;0;1.49;1;0.3;6;1.79;16;12;4;4.78;3.58;1.19;31;0;5;5;7;8;6;9.26;0;1.49;1.49;2.09;2.39;1.79;5;1;0;3;1;0;1.49;0.3;0;0.9;0.3;0;12;3;9;3.58;0.9;2.69
36;Offense;;Period 1;234;Period;10.12.2022 20:11;10.12.2022;10.12.2022;20:11:23;19:11:23;10.12.2022 19:11;10.12.2022 19:46;10.12.2022;10.12.2022;19:46:32;18:46:32;10.12.2022 18:46;624;84;62;69;155;136;117;248;33;25;28;62;54;47;1491;F;14.89;30.77;62;151;151;44;20;17;30;23;17;34.8;1.3;3.19;6.15;7.86;5.52;4.17;6.61;13.85;2.35;6.28;34;19;19;32;14;21;10;3.72;-4.14;45;9;368;146;389;155;68;78.54;24.92;24.34;27.44;1.84;31.26;9.92;9.69;10.92;0.73;37.89;7.47;9.85;15.3;5.27;15.08;2.98;3.92;6.09;2.1;46.35;;;116.43;0;0;432.18;1706.59;5.08;20.08;46;36;30;26;13;15.25;6.07;49.1;123.4;0;0;;;;0;0;;;;;;;;;;;;;0;13;10;3;0;0;0;0;5.17;3.98;1.19;0;0;0;0;3;3;0;1.19;1.19;0;3;1.19;3;3;0;0;0;1.19;1.19;0;0;0;16;4;1;3;8;6.37;1.59;0.4;1.19;3.18;0;0;8;0;0;0;8;3.18;0;0;0;3.18;1;0.4;5;1.99;7;2;5;2.79;0.8;1.99;22;0;4;3;6;5;4;8.76;0;1.59;1.19;2.39;1.99;1.59;7;3;2;2;0;0;2.79;1.19;0.8;0.8;0;0;8;4;4;3.18;1.59;1.59
37;Defense;;Period 1;234;Period;10.12.2022 20:11;10.12.2022;10.12.2022;20:11:23;19:11:23;10.12.2022 19:11;10.12.2022 19:46;10.12.2022;10.12.2022;19:46:32;18:46:32;10.12.2022 18:46;1907;264;198;357;606;279;202;241;33;25;45;77;35;26;1491;D;14.46;32.01;64;475;475;141;57;84;119;46;28;80.77;11.32;12.87;17.11;14.51;10.33;6.75;7.89;10.21;1.71;8.77;70;100;21;96;24;46;118;3.89;-5.44;43;8;711;90;904;114;132;189.48;74.35;73.06;38.39;3.68;23.94;9.4;9.23;4.85;0.47;97.65;31.21;23.2;27.26;15.98;12.34;3.94;2.93;3.44;2.02;36.28;;;287.13;0;0;409.64;1658.11;4.45;18.02;136;118;134;47;40;47.77;6.04;51.6;408.6;0;0;;;;0;0;;;;;;;;;;;;;0;26;24;2;0;0;0;0;3.29;3.03;0.25;0;0;0;0;5;3;2;0.63;0.38;0.25;4;0.51;7;7;0;0;0;0.88;0.88;0;0;0;33;9;3;9;12;4.17;1.14;0.38;1.14;1.52;0;0;10;0;0;0;10;1.26;0;0;0;1.26;0;0;9;1.14;26;12;14;3.29;1.52;1.77;63;0;7;7;25;12;12;7.96;0;0.88;0.88;3.16;1.52;1.52;16;8;6;1;1;0;2.02;1.01;0.76;0.13;0.13;0;30;2;28;3.79;0.25;3.54
38;Offense;;Period 1;234;Period;10.12.2022 20:11;10.12.2022;10.12.2022;20:11:23;19:11:23;10.12.2022 19:11;10.12.2022 19:46;10.12.2022;10.12.2022;19:46:32;18:46:32;10.12.2022 18:46;608;53;48;72;141;159;135;272;24;21;32;63;71;60;1491;F;16.31;28.61;57;134;134;29;14;17;28;27;20;27.06;1.39;2.87;5.99;7.26;4.72;3.13;1.7;12.1;2.03;4.35;32;18;4;34;12;19;15;3.29;-5.2;2;1;356;159;363;162;64;66.16;21.16;27.93;17.07;0;29.58;9.46;12.49;7.63;0;29.1;10.12;8.2;8.11;2.67;13.01;4.52;3.66;3.63;1.2;42.59;;;95.26;0;0;447.22;1535.75;5.32;18.28;38;24;37;27;9;13.97;6.25;53.2;118.9;0;0;;;;0;0;;;;;;;;;;;;;0;9;9;0;0;0;0;0;4.02;4.02;0;0;0;0;0;1;1;0;0.45;0.45;0;0;0;2;2;0;0;0;0.89;0.89;0;0;0;8;3;0;2;3;3.58;1.34;0;0.89;1.34;0;0;1;0;0;0;1;0.45;0;0;0;0.45;0;0;4;1.79;17;3;14;7.6;1.34;6.26;22;0;3;2;4;5;8;9.84;0;1.34;0.89;1.79;2.24;3.58;12;5;6;1;0;0;5.36;2.24;2.68;0.45;0;0;8;1;7;3.58;0.45;3.13
39;Offense;;Period 1;234;Period;10.12.2022 20:11;10.12.2022;10.12.2022;20:11:23;19:11:23;10.12.2022 19:11;10.12.2022 19:46;10.12.2022;10.12.2022;19:46:32;18:46:32;10.12.2022 18:46;1767;290;120;239;439;387;292;238;39;16;32;59;52;39;1491;F;14.29;29.7;59;445;445;161;34;57;87;63;42;90.9;7.05;14.52;15.75;16.62;13.5;11;12.46;12.26;2.03;7.13;74;95;40;86;37;52;60;3.72;-5.31;89;21;952;128;980;132;177;225.05;68.31;78.45;74.44;3.85;30.34;9.21;10.58;10.04;0.52;110.88;30.39;27.6;39.59;13.3;14.95;4.1;3.72;5.34;1.79;45.29;;;335.93;0;0;426.83;1587.99;4.64;17.26;103;111;108;71;51;46.44;6.26;51;378.6;0;0;;;;0;0;;;;;;;;;;;;;0;34;33;1;0;0;0;0;4.58;4.45;0.13;0;0;0;0;5;0;5;0.67;0;0.67;5;0.67;14;13;1;0;0;1.89;1.75;0.13;0;0;37;10;6;5;16;4.99;1.35;0.81;0.67;2.16;0;0;12;0;0;0;12;1.62;0;0;0;1.62;2;0.27;8;1.08;16;9;7;2.16;1.21;0.94;63;0;7;7;17;13;19;8.49;0;0.94;0.94;2.29;1.75;2.56;27;12;12;3;0;0;3.64;1.62;1.62;0.4;0;0;26;4;22;3.51;0.54;2.97
40;Offense;;Period 1;234;Period;10.12.2022 20:11;10.12.2022;10.12.2022;20:11:23;19:11:23;10.12.2022 19:11;10.12.2022 19:46;10.12.2022;10.12.2022;19:46:32;18:46:32;10.12.2022 18:46;1614;137;133;229;450;312;353;262;22;22;37;73;51;57;1491;F;15.73;31.97;64;369;369;83;40;55;88;53;51;64.78;8.34;10.79;12.76;13.68;9.92;5.35;3.94;10.52;1.8;6.65;67;80;12;73;19;45;74;4;-5.65;26;4;849;138;883;143;145;148.94;56.18;47.25;41.66;3.84;24.19;9.12;7.67;6.77;0.62;80.17;30.07;21.37;21.7;7.03;13.02;4.88;3.47;3.52;1.14;37.21;;;229.11;0;0;414.34;1492.76;4.93;17.77;103;79;100;58;29;36.43;5.92;51.3;315.7;0;0;;;;0;0;;;;;;;;;;;;;0;23;22;1;0;0;0;0;3.74;3.57;0.16;0;0;0;0;6;4;2;0.97;0.65;0.32;0;0;11;11;0;0;0;1.79;1.79;0;0;0;21;5;5;5;6;3.41;0.81;0.81;0.81;0.97;0;0;5;0;0;0;5;0.81;0;0;0;0.81;0;0;7;1.14;25;11;14;4.06;1.79;2.27;46;0;4;7;8;16;11;7.47;0;0.65;1.14;1.3;2.6;1.79;18;10;5;1;2;0;2.92;1.62;0.81;0.16;0.32;0;30;2;28;4.87;0.32;4.55
