Player ID;Group name;League ID;Description;Session ID;Types;Session end (Local timezone);Session end date (Local timezone);Session end date (UTC);Session end time (Local timezone);Session end time (UTC);Session end (UTC);Session begin (Local timezone);Session begin date (Local timezone);Session begin date (UTC);Session begin time (Local timezone);Session begin time (UTC);Session begin (UTC);Distance (m);Distance (speed | very slow) (m);Distance (speed | slow) (m);Distance (speed | moderate) (m);Distance (speed | fast) (m);Distance (speed | very fast) (m);Distance (speed | sprint) (m);Distance / min (m);Distance / min (speed | very slow) (m);Distance / min (speed | slow) (m);Distance / min (speed | moderate) (m);Distance / min (speed | fast) (m);Distance / min (speed | very fast) (m);Distance / min (speed | sprint) (m);Duration (s);Position;Speed (Ø) (km/h);Speed (max.) (km/h);Speed (% of max.) (%);Time on Ice (s);Time (s);Time (speed | very slow) (s);Time (speed | slow) (s);Time (speed | moderate) (s);Time (speed | fast) (s);Time (speed | very fast) (s);Time (speed | sprint) (s);Accumulated Acceleration Load;Acceleration Load (load | very low);Acceleration Load (load | low);Acceleration Load (load | medium);Acceleration Load (load | high);Acceleration Load (load | very high);Acceleration Load (load | near max);Acceleration Load (load | max);Accumulated Acceleration Load / min;Acceleration Load / min;Acceleration Load (max.);Acceleration Load (time | high) (s);Acceleration Load (time | low) (s);Acceleration Load (time | max) (s);Acceleration Load (time | medium) (s);Acceleration Load (time | near max) (s);Acceleration Load (time | very high) (s);Acceleration Load (time | very low) (s);Acceleration (max.) (m/s²);Deceleration (max.) (m/s²);Anaerobic Activity (distance) (m);Anaerobic Activity (time) (s);High Speed and Acceleration Distance (m);High Speed and Acceleration Distance / min (m);High Metabolic Power Distance (m);High Metabolic Power Distance / min (m);High Speed and Acceleration Time (s);Accels Load;Accel 1;Accel 2;Accel 3;Accel 4;Accels Load / min;Accel 1 / min;Accel 2 / min;Accel 3 / min;Accel 4 / min;Decels Load;Decel 1;Decel 2;Decel 3;Decel 4;Decels Load / min;Decel 1 / min;Decel 2 / min;Decel 3 / min;Decel 4 / min;Mechanical Intensity;Mechanical Intensity (def.);Mechanical Intensity (off.);Mechanical Load;Mechanical Load (def.);Mechanical Load (off.);Metabolic Power (Ø) (W);Metabolic Power (max.) (W);Metabolic Power per mass (Ø) (W/kg);Metabolic Power per mass (max.) (W/kg);Metabolic Power (time | high) (s);Metabolic Power (time | low) (s);Metabolic Power (time | medium) (s);Metabolic Power (time | very high) (s);Metabolic Power (time | very low) (s);Metabolic Work (kcal);Metabolic Work / min (kcal);Physio Intensity;Physio Load;Heart Rate Recoveries;Heart Rate Recoveries / min;Heart Rate (Ø) (bpm);Heart Rate (max.) (bpm);Heart Rate (min.) (bpm);Heart rate (% of max.) (%);Heart Rate (% of HRR) (%);Heart Rate (time | 0 - 50%) (s);Heart Rate (time | 50 - 60%) (s);Heart Rate (time | 60 - 70%) (s);Heart Rate (time | 70 - 80%) (s);Heart Rate (time | 80 - 90%) (s);Heart Rate (time | ? 90%) (s);Human Core Temperature (Ø) (°C);Human Core Temperature (max.) (°C);Activation Gluteus (total);Activation Hamstrings (total);Muscle Load (total);Activation Quadrizeps (total);TRIMP;Accelerations;Accelerations (low);Accelerations (medium);Accelerations (high);Accelerations (very high);Accelerations (near max);Accelerations (max);Accelerations / min;Accelerations / min (low);Accelerations / min (medium);Accelerations / min (high);Accelerations / min (very high);Accelerations / min (near max);Accelerations / min (max);Changes of Direction;Changes of Direction (left);Changes of Direction (right);Changes of Direction / min;Changes of Direction / min (left);Changes of Direction / min (right);Changes of Orientation;Changes of Orientation / min;Changes of Pace;Changes of Pace (low);Changes of Pace (medium);Changes of Pace (high);Changes of Pace (very high);Changes of Pace / min;Changes of Pace / min (low);Changes of Pace / min (medium);Changes of Pace / min (high);Changes of Pace / min (very high);Decelerations;Decelerations (low);Decelerations (medium);Decelerations (high);Decelerations (very high);Decelerations / min;Decelerations / min (low);Decelerations / min (medium);Decelerations / min (high);Decelerations / min (very high);Down on Pads;Down on Pads / min;Exertions;Exertions (low);Exertions (medium);Exertions (high);Exertions (very high);Exertions / min;Exertions / min (low);Exertions / min (medium);Exertions / min (high);Exertions / min (very high);Impacts;Impacts / min;Shifts;Shifts / min;Skating Transitions;Skating Transitions (left);Skating Transitions (right);Skating Transitions / min;Skating Transitions / min (left);Skating Transitions / min (right);Speed Zone Entries;Speed Zone Entries (very slow);Speed Zone Entries (slow);Speed Zone Entries (moderate);Speed Zone Entries (fast);Speed Zone Entries (very fast);Speed Zone Entries (sprint);Speed Zone Entries / min;Speed Zone Entries / min (very slow);Speed Zone Entries / min (slow);Speed Zone Entries / min (moderate);Speed Zone Entries / min (fast);Speed Zone Entries / min (very fast);Speed Zone Entries / min (sprint);Sprints;Sprints (low);Sprints (medium);Sprints (high);Sprints (very high);Sprints (near max);Sprints / min;Sprints / min (low);Sprints / min (medium);Sprints / min (high);Sprints / min (very high);Sprints / min (near max);Turns;Sharp Turns;Wide Turns;Turns / min;Sharp Turns / min;Wide Turns / min
41;Offense;;Period 2;234;Period;10.12.2022 21:01;10.12.2022;10.12.2022;21:01:49;20:01:49;10.12.2022 20:01;10.12.2022 20:30;10.12.2022;10.12.2022;20:30:23;19:30:23;10.12.2022 19:30;1484;184;156;212;393;276;263;251;31;26;36;67;47;45;1886;F;15.08;30.39;61;354;354;103;46;48;77;44;37;67.18;7.76;9.98;12.57;10.09;9.51;7.17;10.11;11.38;1.91;5.35;48;74;30;73;24;37;69;3.16;-4.88;66;12;742;126;776;131;129;167.41;54.39;53.06;59.97;0;28.35;9.21;8.99;10.16;0;76.09;28.42;20.28;20.86;6.53;12.89;4.81;3.44;3.53;1.11;41.24;;;243.5;0;0;424.91;1555.89;4.67;17.1;87;93;94;50;30;36.71;6.22;53.3;314.6;0;0;;;;0;0;;;;;;;;;;;;;0;28;28;0;0;0;0;0;4.74;4.74;0;0;0;0;0;8;3;5;1.35;0.51;0.85;3;0.51;11;10;1;0;0;1.86;1.69;0.17;0;0;20;6;3;3;8;3.39;1.02;0.51;0.51;1.35;0;0;8;0;0;0;8;1.35;0;0;0;1.35;1;0.17;6;1.02;18;9;9;3.05;1.52;1.52;58;0;5;13;13;11;16;9.82;0;0.85;2.2;2.2;1.86;2.71;14;4;7;3;0;0;2.37;0.68;1.19;0.51;0;0;33;3;30;5.59;0.51;5.08
42;Offense;;Period 2;234;Period;10.12.2022 21:01;10.12.2022;10.12.2022;21:01:49;20:01:49;10.12.2022 20:01;10.12.2022 20:30;10.12.2022;10.12.2022;20:30:23;19:30:23;10.12.2022 19:30;854;124;78;139;272;124;117;240;35;22;39;76;35;33;1886;F;14.41;27.5;55;213;213;61;22;34;57;21;17;47.98;3.4;3.99;6.5;8.13;6.86;7.01;12.09;13.5;2.38;21.6;38;29;31;28;21;33;34;3.8;-5.81;64;16;324;91;383;108;58;91.81;30.04;33.08;26.01;2.68;25.82;8.45;9.31;7.32;0.75;35.97;10.59;6.9;12.54;5.94;10.12;2.98;1.94;3.53;1.67;35.94;;;127.78;0;0;446.95;1844.62;4.81;19.83;55;48;62;32;17;25.01;7.03;52;185;0;0;;;;0;0;;;;;;;;;;;;;0;14;11;3;0;0;0;0;3.94;3.09;0.84;0;0;0;0;0;0;0;0;0;0;6;1.69;2;2;0;0;0;0.56;0.56;0;0;0;12;0;1;6;5;3.38;0;0.28;1.69;1.41;0;0;15;0;0;0;15;4.22;0;0;0;4.22;2;0.56;6;1.69;9;5;4;2.53;1.41;1.13;25;0;4;2;6;5;8;7.03;0;1.13;0.56;1.69;1.41;2.25;9;3;6;0;0;0;2.53;0.84;1.69;0;0;0;6;1;5;1.69;0.28;1.41
1;Defense;;Period 3;234;Period;10.12.2022 21:52;10.12.2022;10.12.2022;21:52:37;20:52:37;10.12.2022 20:52;10.12.2022 21:21;10.12.2022;10.12.2022;21:21:43;20:21:43;10.12.2022 20:21;889;261;135;171;189;70;64;175;51;26;34;37;14;13;1854;D;10.48;27.57;55;305;305;165;42;46;32;11;9;55.97;6.33;10.05;9.83;7.54;7.69;5.44;9.09;11;1.84;19.83;37;72;23;54;21;24;74;3.69;-4.03;52;12;232;46;315;62;44;116.44;39.46;36.76;38.55;1.67;22.87;7.75;7.22;7.57;0.33;53.42;20.28;16.37;15.68;1.09;10.49;3.98;3.22;3.08;0.21;33.37;;;169.86;0;0;311.36;1637.59;3.38;17.8;43;111;68;24;58;22.84;4.49;37.4;190.5;0;0;;;;0;0;;;;;;;;;;;;;0;19;17;2;0;0;0;0;3.73;3.34;0.39;0;0;0;0;3;2;1;0.59;0.39;0.2;3;0.59;5;5;0;0;0;0.98;0.98;0;0;0;17;7;3;3;4;3.34;1.38;0.59;0.59;0.79;0;0;10;0;0;0;10;1.96;0;0;0;1.96;3;0.59;8;1.57;21;11;10;4.13;2.16;1.96;35;0;9;10;10;2;4;6.88;0;1.77;1.96;1.96;0.39;0.79;6;3;3;0;0;0;1.18;0.59;0.59;0;0;0;7;2;5;1.38;0.39;0.98
2;Offense;;Period 3;234;Period;10.12.2022 21:52;10.12.2022;10.12.2022;21:52:37;20:52:37;10.12.2022 20:52;10.12.2022 21:21;10.12.2022;10.12.2022;21:21:43;20:21:43;10.12.2022 20:21;1341;182;202;281;333;199;145;208;28;31;44;52;31;22;1854;F;12.49;30.31;61;387;387;119;61;75;70;40;22;68.62;6.89;12.41;12.95;9.19;9.16;6.67;11.34;10.65;1.94;10.64;46;95;38;62;24;42;80;3.18;-5.33;85;21;421;65;489;76;65;102.27;37.12;43.99;21.16;0;15.87;5.76;6.83;3.28;0;41.13;17.2;10.1;11;2.84;6.38;2.67;1.57;1.71;0.44;22.26;;;143.4;0;0;385.94;1277.73;4.29;14.2;94;84;119;41;48;27.89;4.33;43.6;281.1;0;0;;;;0;0;;;;;;;;;;;;;0;14;14;0;0;0;0;0;2.17;2.17;0;0;0;0;0;4;2;2;0.62;0.31;0.31;6;0.93;4;4;0;0;0;0.62;0.62;0;0;0;10;2;1;5;2;1.55;0.31;0.16;0.78;0.31;0;0;21;0;0;0;21;3.26;0;0;0;3.26;0;0;7;1.09;15;7;8;2.33;1.09;1.24;30;0;2;10;9;5;4;4.66;0;0.31;1.55;1.4;0.78;0.62;9;5;3;1;0;0;1.4;0.78;0.47;0.16;0;0;20;1;19;3.1;0.16;2.95
3;Offense;;Period 3;234;Period;10.12.2022 21:52;10.12.2022;10.12.2022;21:52:37;20:52:37;10.12.2022 20:52;10.12.2022 21:21;10.12.2022;10.12.2022;21:21:43;20:21:43;10.12.2022 20:21;1469;249;124;219;470;212;195;215;36;18;32;69;31;29;1854;F;12.88;32.79;66;411;411;145;41;59;97;37;30;75.44;6.91;14.6;15.96;14.16;11.11;6.37;6.34;11.02;1.89;13.86;65;101;20;90;32;46;58;3.47;-5.44;42;8;651;95;681;99;117;168.7;62.63;61.84;44.23;0;24.65;9.15;9.04;6.46;0;75.41;22.47;19.1;26.81;7.03;11.02;3.28;2.79;3.92;1.03;35.67;;;244.1;0;0;383;1597.01;4.4;18.36;96;109;107;53;46;33.38;4.88;43.5;297.7;0;0;;;;0;0;;;;;;;;;;;;;0;29;28;1;0;0;0;0;4.24;4.09;0.15;0;0;0;0;4;3;1;0.58;0.44;0.15;1;0.15;8;7;0;1;0;1.17;1.02;0;0.15;0;24;5;7;6;6;3.51;0.73;1.02;0.88;0.88;0;0;8;0;0;0;8;1.17;0;0;0;1.17;0;0;10;1.46;17;9;8;2.48;1.32;1.17;52;0;7;7;17;11;10;7.6;0;1.02;1.02;2.48;1.61;1.46;8;3;2;2;1;0;1.17;0.44;0.29;0.29;0.15;0;22;2;20;3.21;0.29;2.92
4;Guest_Team D;;Period 3;234;Period;10.12.2022 21:52;10.12.2022;10.12.2022;21:52:37;20:52:37;10.12.2022 20:52;10.12.2022 21:21;10.12.2022;10.12.2022;21:21:43;20:21:43;10.12.2022 20:21;1813;215;187;253;444;311;403;235;28;24;33;58;40;52;1854;D;14.11;32.3;65;462;462;155;53;61;85;51;56;87;10.84;12.72;13.05;13.23;10.81;10.27;16.08;11.29;1.89;5.97;62;93;46;74;34;44;109;4.31;-6.08;131;24;998;129;1019;132;178;195.88;77.11;58.03;56.88;3.85;25.42;10.01;7.53;7.38;0.5;101.68;39.1;22.4;28.3;11.88;13.2;5.07;2.91;3.67;1.54;38.61;;;297.56;0;0;0;0;4.38;21.56;115;91;125;56;75;0;0;0;0;0;0;;;;0;0;;;;;;;;;;;;;0;27;26;1;0;0;0;0;3.5;3.37;0.13;0;0;0;0;3;3;0;0.39;0.39;0;11;1.43;13;12;1;0;0;1.69;1.56;0.13;0;0;32;8;5;7;12;4.15;1.04;0.65;0.91;1.56;0;0;17;0;0;0;17;2.21;0;0;0;2.21;0;0;7;0.91;31;11;20;4.02;1.43;2.6;51;0;9;8;7;13;14;6.62;0;1.17;1.04;0.91;1.69;1.82;15;6;2;5;2;0;1.95;0.78;0.26;0.65;0.26;0;25;2;23;3.24;0.26;2.98
5;Guest_Team D;;Period 3;234;Period;10.12.2022 21:52;10.12.2022;10.12.2022;21:52:37;20:52:37;10.12.2022 20:52;10.12.2022 21:21;10.12.2022;10.12.2022;21:21:43;20:21:43;10.12.2022 20:21;1159;229;150;200;229;126;226;221;44;29;38;44;24;43;1854;D;13.26;32.58;65;315;315;124;47;50;43;20;30;58.37;6.53;9.45;9.11;11.06;8.73;7.13;6.37;11.13;1.86;8.62;50;68;17;49;26;35;71;4.14;-6.31;29;6;457;87;493;94;79;139.09;47.51;44.09;42.97;4.52;26.53;9.06;8.41;8.2;0.86;63.13;21.29;14.97;21.6;5.26;12.04;4.06;2.86;4.12;1;38.57;;;202.21;0;0;0;0;4.28;21.22;53;98;81;43;40;0;0;0;0;0;0;;;;0;0;;;;;;;;;;;;;0;19;17;2;0;0;0;0;3.62;3.24;0.38;0;0;0;0;5;2;3;0.95;0.38;0.57;2;0.38;7;7;0;0;0;1.34;1.34;0;0;0;19;2;2;8;7;3.62;0.38;0.38;1.53;1.34;0;0;4;0;0;0;4;0.76;0;0;0;0.76;2;0.38;8;1.53;16;5;11;3.05;0.95;2.1;40;0;8;7;11;6;8;7.63;0;1.53;1.34;2.1;1.14;1.53;9;1;4;2;2;0;1.72;0.19;0.76;0.38;0.38;0;19;6;13;3.62;1.14;2.48
6;Guest_Team D;;Period 3;234;Period;10.12.2022 21:52;10.12.2022;10.12.2022;21:52:37;20:52:37;10.12.2022 20:52;10.12.2022 21:21;10.12.2022;10.12.2022;21:21:43;20:21:43;10.12.2022 20:21;1299;182;170;235;337;218;157;234;33;31;42;61;39;28;1854;D;14.05;29.62;59;333;333;101;55;62;65;29;20;63.75;6.41;8.47;9.77;10.68;9.07;6.04;13.31;11.5;2.01;15.41;44;68;45;48;20;40;69;2.93;-4.95;109;24;466;84;517;93;59;91.58;41.69;31.16;18.73;0;16.52;7.52;5.62;3.38;0;32.76;13.67;9.18;8.15;1.76;5.91;2.47;1.66;1.47;0.32;22.43;;;124.34;0;0;0;0;4.29;15.75;96;86;99;24;27;0;0;0;0;0;0;;;;0;0;;;;;;;;;;;;;0;12;12;0;0;0;0;0;2.16;2.16;0;0;0;0;0;3;1;2;0.54;0.18;0.36;2;0.36;5;5;0;0;0;0.9;0.9;0;0;0;8;3;2;2;1;1.44;0.54;0.36;0.36;0.18;0;0;12;0;0;0;12;2.16;0;0;0;2.16;2;0.36;8;1.44;13;3;10;2.34;0.54;1.8;28;0;8;3;6;6;5;5.05;0;1.44;0.54;1.08;1.08;0.9;8;4;3;1;0;0;1.44;0.72;0.54;0.18;0;0;18;3;15;3.25;0.54;2.71
7;Guest_Team D;;Period 3;234;Period;10.12.2022 21:52;10.12.2022;10.12.2022;21:52:37;20:52:37;10.12.2022 20:52;10.12.2022 21:21;10.12.2022;10.12.2022;21:21:43;20:21:43;10.12.2022 20:21;1472;275;216;294;338;219;129;193;36;28;38;44;29;17;1854;D;11.55;27.61;55;459;459;200;67;70;67;37;18;72.58;12.23;14.53;12.44;11.9;9.23;5.65;6.6;9.49;1.66;9.29;62;117;19;80;24;38;119;4.15;-4.58;42;10;484;63;520;68;87;164.68;54.95;52.26;54.62;2.84;21.54;7.19;6.84;7.14;0.37;77.02;26.76;22.49;24.6;3.18;10.07;3.5;2.94;3.22;0.42;31.61;;;241.71;0;0;0;0;3.71;18.22;85;142;108;40;85;0;0;0;0;0;0;;;;0;0;;;;;;;;;;;;;0;28;26;1;1;0;0;0;3.66;3.4;0.13;0.13;0;0;0;6;3;3;0.78;0.39;0.39;3;0.39;11;10;1;0;0;1.44;1.31;0.13;0;0;24;3;9;10;2;3.14;0.39;1.18;1.31;0.26;0;0;11;0;0;0;11;1.44;0;0;0;1.44;3;0.39;9;1.18;25;14;11;3.27;1.83;1.44;49;0;12;7;15;7;8;6.41;0;1.57;0.92;1.96;0.92;1.05;10;4;6;0;0;0;1.31;0.52;0.78;0;0;0;14;2;12;1.83;0.26;1.57
8;Guest_Team D;;Period 3;234;Period;10.12.2022 21:52;10.12.2022;10.12.2022;21:52:37;20:52:37;10.12.2022 20:52;10.12.2022 21:21;10.12.2022;10.12.2022;21:21:43;20:21:43;10.12.2022 20:21;882;209;149;194;192;79;57;176;42;30;39;38;16;11;1854;D;10.55;26.13;52;301;301;153;47;48;36;13;4;49.7;6.29;12.58;11.11;8.54;3.83;3.29;4.05;9.91;1.7;15.26;42;91;10;65;14;16;60;3.47;-3.33;27;3;228;45;282;56;42;100.59;44.44;33.4;22.75;0;20.05;8.86;6.66;4.53;0;51;21.76;14.02;15.22;0;10.17;4.34;2.8;3.03;0;30.22;;;151.59;0;0;0;0;3.1;15.95;42;93;79;14;73;0;0;0;0;0;0;;;;0;0;;;;;;;;;;;;;0;11;11;0;0;0;0;0;2.19;2.19;0;0;0;0;0;2;0;2;0.4;0;0.4;1;0.2;3;3;0;0;0;0.6;0.6;0;0;0;17;6;3;7;1;3.39;1.2;0.6;1.4;0.2;0;0;4;0;0;0;4;0.8;0;0;0;0.8;1;0.2;5;1;15;5;10;2.99;1;1.99;29;0;8;9;7;3;2;5.78;0;1.59;1.79;1.4;0.6;0.4;3;2;1;0;0;0;0.6;0.4;0.2;0;0;0;9;0;9;1.79;0;1.79
9;Guest_Team D;;Period 3;234;Period;10.12.2022 21:52;10.12.2022;10.12.2022;21:52:37;20:52:37;10.12.2022 20:52;10.12.2022 21:21;10.12.2022;10.12.2022;21:21:43;20:21:43;10.12.2022 20:21;305;37;29;65;57;74;43;212;26;20;45;40;52;30;1854;D;12.73;26.37;53;86;86;33;9;16;10;12;6;16.95;1.46;2.82;3.18;3.55;2.7;1.64;1.62;11.79;1.99;5.87;16;21;5;19;5;9;10;3.14;-5.5;9;3;158;110;153;107;27;36;12.29;15.6;8.11;0;25.04;8.55;10.85;5.64;0;16.23;5.7;2.72;5.73;2.09;11.29;3.96;1.89;3.98;1.45;36.33;;;52.24;0;0;0;0;4.01;13.75;19;17;18;11;21;0;0;0;0;0;0;;;;0;0;;;;;;;;;;;;;0;6;6;0;0;0;0;0;4.17;4.17;0;0;0;0;0;1;0;1;0.7;0;0.7;3;2.09;2;2;0;0;0;1.39;1.39;0;0;0;4;0;0;3;1;2.78;0;0;2.09;0.7;0;0;3;0;0;0;3;2.09;0;0;0;2.09;1;0.7;2;1.39;2;2;0;1.39;1.39;0;9;0;0;3;0;3;3;6.26;0;0;2.09;0;2.09;2.09;5;3;2;0;0;0;3.48;2.09;1.39;0;0;0;2;1;1;1.39;0.7;0.7
10;Guest_Team D;;Period 3;234;Period;10.12.2022 21:52;10.12.2022;10.12.2022;21:52:37;20:52:37;10.12.2022 20:52;10.12.2022 21:21;10.12.2022;10.12.2022;21:21:43;20:21:43;10.12.2022 20:21;438;67;79;90;88;18;97;215;33;39;44;43;9;47;1854;D;12.92;30.54;61;122;122;48;23;23;13;3;12;21.12;2.99;3.8;3.33;3.51;1.77;2.05;3.68;10.38;1.79;11.08;15;28;11;18;5;8;37;3.61;-3.7;37;7;135;67;166;82;21;42.63;14.87;16.31;9.62;1.84;20.95;7.3;8.01;4.72;0.91;20.37;7.47;4.41;6.9;1.59;10.01;3.67;2.17;3.39;0.78;30.95;;;63;0;0;0;0;3.93;14.4;20;34;36;13;19;0;0;0;0;0;0;;;;0;0;;;;;;;;;;;;;0;5;4;1;0;0;0;0;2.46;1.97;0.49;0;0;0;0;0;0;0;0;0;0;2;0.98;2;2;0;0;0;0.98;0.98;0;0;0;4;1;2;0;1;1.97;0.49;0.98;0;0.49;0;0;5;0;0;0;5;2.46;0;0;0;2.46;1;0.49;2;0.98;7;4;3;3.44;1.97;1.47;13;0;4;6;2;1;0;6.39;0;1.97;2.95;0.98;0.49;0;3;1;0;2;0;0;1.47;0.49;0;0.98;0;0;2;0;2;0.98;0;0.98
11;Offense;;Period 3;234;Period;10.12.2022 21:52;10.12.2022;10.12.2022;21:52:37;20:52:37;10.12.2022 20:52;10.12.2022 21:21;10.12.2022;10.12.2022;21:21:43;20:21:43;10.12.2022 20:21;1151;208;148;230;290;114;161;212;38;27;42;53;21;30;1854;F;12.74;28.07;56;325;325;125;44;53;60;19;23;63.76;5.58;8.15;11.93;9.87;10.11;8.06;10.05;11.76;2.03;8.16;45;59;28;70;32;38;54;3.4;-5.49;69;12;454;84;550;101;87;151.44;44.95;58.93;47.57;0;27.93;8.29;10.87;8.77;0;65.38;18.91;16.39;20.71;9.36;12.06;3.49;3.02;3.82;1.73;39.99;;;216.82;0;0;346.99;1594.65;4.23;19.45;79;88;80;35;43;25.46;4.7;40.5;219.8;0;0;;;;0;0;;;;;;;;;;;;;0;24;24;0;0;0;0;0;4.43;4.43;0;0;0;0;0;6;2;4;1.11;0.37;0.74;4;0.74;5;5;0;0;0;0.92;0.92;0;0;0;20;4;3;5;8;3.69;0.74;0.55;0.92;1.48;0;0;11;0;0;0;11;2.03;0;0;0;2.03;2;0.37;7;1.29;14;9;5;2.58;1.66;0.92;42;0;8;8;15;4;7;7.75;0;1.48;1.48;2.77;0.74;1.29;8;2;5;1;0;0;1.48;0.37;0.92;0.18;0;0;18;5;13;3.32;0.92;2.4
12;Offense;;Period 3;234;Period;10.12.2022 21:52;10.12.2022;10.12.2022;21:52:37;20:52:37;10.12.2022 20:52;10.12.2022 21:21;10.12.2022;10.12.2022;21:21:43;20:21:43;10.12.2022 20:21;641;110;114;113;166;108;31;222;38;39;39;57;37;11;1854;F;13.3;28.52;57;173;173;58;35;27;33;16;5;34.42;2.46;5.95;7.26;7.38;4.69;3.39;3.29;11.91;1.99;6.36;33;37;9;40;13;20;21;3.62;-3.64;27;5;206;71;256;89;36;74.95;25.05;25.37;22.52;2.01;25.92;8.67;8.78;7.79;0.69;29.87;8.86;8.46;11.8;0.75;10.33;3.06;2.92;4.08;0.26;36.25;;;104.82;0;0;318.74;1505.27;4.25;20.07;39;50;48;18;19;11.69;4.04;38.7;112;0;0;;;;0;0;;;;;;;;;;;;;0;12;11;1;0;0;0;0;4.15;3.8;0.35;0;0;0;0;7;5;2;2.42;1.73;0.69;2;0.69;3;3;0;0;0;1.04;1.04;0;0;0;6;0;2;2;2;2.08;0;0.69;0.69;0.69;0;0;4;0;0;0;4;1.38;0;0;0;1.38;1;0.35;4;1.38;8;5;3;2.77;1.73;1.04;32;0;11;2;12;6;1;11.07;0;3.8;0.69;4.15;2.08;0.35;3;2;0;1;0;0;1.04;0.69;0;0.35;0;0;14;3;11;4.84;1.04;3.8
13;Defense;;Period 3;234;Period;10.12.2022 21:52;10.12.2022;10.12.2022;21:52:37;20:52:37;10.12.2022 20:52;10.12.2022 21:21;10.12.2022;10.12.2022;21:21:43;20:21:43;10.12.2022 20:21;599;111;83;115;153;90;47;218;40;30;42;56;33;17;1854;D;13.07;29.25;58;165;165;60;25;28;30;15;7;32.44;2.71;4.47;5.32;7.88;4.85;2.75;4.45;11.8;1.96;4.99;34;30;14;30;10;19;28;4.47;-5.6;25;5;248;90;325;118;57;91.12;27.14;29.53;31.27;3.18;33.13;9.87;10.74;11.37;1.15;44.9;9.31;9.16;17.81;8.62;16.33;3.39;3.33;6.48;3.13;49.46;;;136.02;0;0;322.66;1669.06;4.42;22.86;44;41;42;19;19;12.68;4.61;37;101.8;0;0;;;;0;0;;;;;;;;;;;;;0;15;12;2;1;0;0;0;5.45;4.36;0.73;0.36;0;0;0;3;1;2;1.09;0.36;0.73;2;0.73;4;4;0;0;0;1.45;1.45;0;0;0;18;2;1;3;12;6.54;0.73;0.36;1.09;4.36;0;0;5;0;0;0;5;1.82;0;0;0;1.82;0;0;3;1.09;14;7;7;5.09;2.55;2.55;26;0;4;6;7;4;5;9.45;0;1.45;2.18;2.55;1.45;1.82;7;3;3;1;0;0;2.55;1.09;1.09;0.36;0;0;6;0;6;2.18;0;2.18
14;Guest_Team O;;Period 3;234;Period;10.12.2022 21:52;10.12.2022;10.12.2022;21:52:37;20:52:37;10.12.2022 20:52;10.12.2022 21:21;10.12.2022;10.12.2022;21:21:43;20:21:43;10.12.2022 20:21;1736;216;210;209;480;207;414;252;31;30;30;69;30;60;1854;FW;15.09;36.09;72;414;414;105;64;56;95;37;56;78.14;8.17;10.99;12.72;12.73;11.65;7.11;14.78;11.32;1.93;7.69;54;80;46;75;25;50;85;4.07;-3.46;127;27;765;111;805;117;116;155.46;56.35;57.12;37.47;4.51;22.52;8.16;8.27;5.43;0.65;62.92;22.1;21.43;19.4;0;9.12;3.2;3.1;2.81;0;31.64;;;218.38;0;0;0;0;4.85;29.9;99;103;119;67;27;0;0;0;0;0;0;;;;0;0;;;;;;;;;;;;;0;22;21;1;0;0;0;0;3.19;3.04;0.14;0;0;0;0;1;1;0;0.14;0.14;0;6;0.87;7;7;0;0;0;1.01;1.01;0;0;0;18;7;6;4;1;2.61;1.01;0.87;0.58;0.14;0;0;20;0;0;0;20;2.9;0;0;0;2.9;0;0;8;1.16;18;6;12;2.61;0.87;1.74;43;0;8;7;13;9;6;6.23;0;1.16;1.01;1.88;1.3;0.87;14;5;2;4;2;1;2.03;0.72;0.29;0.58;0.29;0.14;20;4;16;2.9;0.58;2.32
15;Guest_Team O;;Period 3;234;Period;10.12.2022 21:52;10.12.2022;10.12.2022;21:52:37;20:52:37;10.12.2022 20:52;10.12.2022 21:21;10.12.2022;10.12.2022;21:21:43;20:21:43;10.12.2022 20:21;512;110;58;42;129;136;36;218;47;25;18;55;58;15;1854;FW;13.05;30.15;60;141;141;55;16;12;24;27;6;31.35;1.75;3.03;5.32;7.29;5.32;3.3;5.34;13.33;2.26;13.62;32;18;13;30;11;25;13;3.13;-4.48;41;5;205;87;190;81;37;42.36;13.41;16;12.94;0;18;5.7;6.8;5.5;0;18.9;5.42;4.82;5.81;2.84;8.03;2.3;2.05;2.47;1.21;26.04;;;61.25;0;0;371.31;1023.09;4.37;12.04;36;41;28;20;16;8.41;3.58;43.1;101.3;0;0;;;;0;0;;;;;;;;;;;;;0;7;7;0;0;0;0;0;2.98;2.98;0;0;0;0;0;3;0;3;1.28;0;1.28;0;0;2;2;0;0;0;0.85;0.85;0;0;0;5;1;1;0;3;2.13;0.43;0.43;0;1.28;0;0;8;0;0;0;8;3.4;0;0;0;3.4;0;0;2;0.85;12;11;1;5.1;4.68;0.43;16;0;3;3;3;5;2;6.8;0;1.28;1.28;1.28;2.13;0.85;6;5;0;1;0;0;2.55;2.13;0;0.43;0;0;5;3;2;2.13;1.28;0.85
